review_id,order_id,customer_id,restaurant_id,rating,review_text,sentiment,review_timestamp,cleaned_review
REV000195,O006673,C00474,R0053,5,The order arrived quickly and everything was hot.,Positive,2026-03-22 23:00:00,order arrived quickly everything hot
REV000196,O035283,C04546,R0294,3,Overall it was satisfactory.,Neutral,2026-05-07 05:00:00,overall satisfactory
REV000197,O025913,C02406,R0136,4,Delivery was fast and the food arrived hot.,Positive,2026-06-20 10:00:00,delivery fast food arrived hot
REV000198,O039407,C03651,R0136,5,Really tasty food with generous portions.,Positive,2026-05-19 08:00:00,really tasty food generous portion
REV000199,O020891,C00616,R0113,2,The delivery was very late.,Negative,2026-04-04 00:00:00,delivery late
REV000200,O040766,C04230,R0024,5,Fast delivery and great packaging.,Positive,2026-01-25 15:00:00,fast delivery great packaging
REV000201,O024064,C00351,R0262,5,Everything was perfect and well packed.,Positive,2026-05-30 22:00:00,everything perfect well packed
REV000202,O020683,C01244,R0006,2,The delivery was very late.,Negative,2026-04-18 10:00:00,delivery late
REV000203,O032846,C01092,R0211,5,Everything was perfect and well packed.,Positive,2026-05-24 12:00:00,everything perfect well packed
REV000204,O008106,C01795,R0282,4,Delivery was fast and the food arrived hot.,Positive,2026-06-05 16:00:00,delivery fast food arrived hot
REV000205,O032809,C04901,R0170,2,I received the wrong item.,Negative,2026-04-22 15:00:00,received wrong item
REV000206,O039559,C02377,R0014,3,Food quality was average.,Neutral,2026-06-26 16:00:00,food quality average
REV000207,O028357,C01346,R0057,3,The food was delicious and fresh.,Positive,2026-06-10 06:00:00,food delicious fresh
REV000208,O010428,C04888,R0201,5,Excellent experience from start to finish.,Positive,2026-06-07 21:00:00,excellent experience start finish
REV000209,O026272,C00028,R0138,5,Fast delivery and great packaging.,Positive,2026-06-12 16:00:00,fast delivery great packaging
REV000210,O013698,C04132,R0125,3,The food was cold and the delivery was late.,Negative,2026-03-28 13:00:00,food cold delivery late
REV000211,O049988,C03906,R0050,1,The food was cold and the delivery was late.,Negative,2026-06-22 22:00:00,food cold delivery late
REV000212,O016222,C00668,R0209,3,The food arrived cold.,Negative,2026-04-29 05:00:00,food arrived cold
REV000213,O036015,C02837,R0191,5,Delivery was fast and the food arrived hot.,Positive,2026-04-15 05:00:00,delivery fast food arrived hot
REV000214,O019338,C04238,R0028,5,Excellent experience from start to finish.,Positive,2026-02-16 21:00:00,excellent experience start finish
REV000215,O019929,C01094,R0126,2,My order was missing an item.,Negative,2026-03-01 05:00:00,order missing item
REV000216,O008353,C04431,R0205,2,The order took too long to arrive.,Negative,2026-01-15 00:00:00,order took long arrive
REV000217,O044868,C04115,R0282,5,The food was fresh and flavorful.,Positive,2026-05-11 15:00:00,food fresh flavorful
REV000218,O040083,C01136,R0117,5,Fast delivery and great packaging.,Positive,2026-04-15 23:00:00,fast delivery great packaging
REV000219,O045782,C02197,R0034,4,Amazing food and excellent quality.,Positive,2026-03-19 12:00:00,amazing food excellent quality
REV000220,O004725,C03138,R0286,4,The food was delicious and fresh.,Positive,2026-04-13 13:00:00,food delicious fresh
REV000221,O001546,C02566,R0195,5,Everything was perfect and well packed.,Positive,2026-01-19 05:00:00,everything perfect well packed
REV000222,O019256,C03545,R0065,1,The delivery was very late.,Negative,2026-02-09 17:00:00,delivery late
REV000223,O038360,C00522,R0199,1,Very poor experience with the delivery.,Negative,2026-02-26 12:00:00,poor experience delivery
REV000224,O010856,C00259,R0119,3,The food was decent.,Neutral,2026-01-21 14:00:00,food decent
REV000225,O028618,C03501,R0011,4,Excellent experience from start to finish.,Positive,2026-02-10 09:00:00,excellent experience start finish
REV000226,O016275,C04853,R0233,3,It was an ordinary experience.,Neutral,2026-06-27 16:00:00,ordinary experience
REV000227,O034918,C04677,R0045,3,Food quality was average.,Neutral,2026-03-02 16:00:00,food quality average
REV000228,O025472,C01354,R0206,5,Fast delivery and great packaging.,Positive,2026-02-02 19:00:00,fast delivery great packaging
REV000229,O020176,C02616,R0071,5,Excellent experience from start to finish.,Positive,2026-03-08 19:00:00,excellent experience start finish
REV000230,O009708,C04954,R0218,4,Really tasty food with generous portions.,Positive,2026-06-18 23:00:00,really tasty food generous portion
REV000231,O014670,C03262,R0112,4,Fast delivery and great packaging.,Positive,2026-05-19 01:00:00,fast delivery great packaging
REV000232,O007300,C04671,R0233,4,The order arrived quickly and everything was hot.,Positive,2026-06-19 06:00:00,order arrived quickly everything hot
REV000233,O015615,C04334,R0005,4,Great quality and very good service.,Positive,2026-03-10 22:00:00,great quality good service
REV000234,O038783,C00846,R0128,4,Fast delivery and great packaging.,Positive,2026-05-22 23:00:00,fast delivery great packaging
REV000235,O042806,C02124,R0173,4,Really tasty food with generous portions.,Positive,2026-05-30 04:00:00,really tasty food generous portion
REV000236,O010053,C04513,R0025,3,The food was acceptable.,Neutral,2026-05-01 15:00:00,food acceptable
REV000237,O040321,C03546,R0140,4,The food was delicious and fresh.,Positive,2026-03-02 06:00:00,food delicious fresh
REV000238,O027235,C00818,R0219,5,The food was fresh and flavorful.,Positive,2026-01-24 14:00:00,food fresh flavorful
REV000239,O036781,C04135,R0035,2,My order was missing an item.,Negative,2026-05-20 00:00:00,order missing item
REV000240,O041312,C03046,R0105,3,It was an ordinary experience.,Neutral,2026-05-10 01:00:00,ordinary experience
REV000241,O049147,C00285,R0211,3,Food quality was average.,Neutral,2026-06-12 21:00:00,food quality average
REV000242,O012197,C01381,R0121,2,The food was cold and the delivery was late.,Negative,2026-06-16 05:00:00,food cold delivery late
REV000243,O047567,C01313,R0217,4,Fast delivery and great packaging.,Positive,2026-01-05 17:00:00,fast delivery great packaging
REV000244,O035920,C04884,R0059,4,Excellent experience from start to finish.,Positive,2026-05-07 18:00:00,excellent experience start finish
REV000245,O048117,C03043,R0111,5,Great quality and very good service.,Positive,2026-02-20 05:00:00,great quality good service
REV000246,O029842,C01187,R0277,3,The order took too long to arrive.,Negative,2026-06-23 03:00:00,order took long arrive
